/Users/andreimoiceanu/Desktop/Data/IMG/center_2019_01_19_11_32_38_255.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/left_2019_01_19_11_32_38_255.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/right_2019_01_19_11_32_38_255.jpg, 0, 0, 0, 7.800595E-05
/Users/andreimoiceanu/Desktop/Data/IMG/center_2019_01_19_11_32_38_366.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/left_2019_01_19_11_32_38_366.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/right_2019_01_19_11_32_38_366.jpg, 0, 0, 0, 7.832619E-05
/Users/andreimoiceanu/Desktop/Data/IMG/center_2019_01_19_11_32_38_481.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/left_2019_01_19_11_32_38_481.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/right_2019_01_19_11_32_38_481.jpg, 0, 0, 0, 7.837485E-05
/Users/andreimoiceanu/Desktop/Data/IMG/center_2019_01_19_11_32_38_599.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/left_2019_01_19_11_32_38_599.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/right_2019_01_19_11_32_38_599.jpg, 0, 0, 0, 7.834512E-05
/Users/andreimoiceanu/Desktop/Data/IMG/center_2019_01_19_11_32_38_704.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/left_2019_01_19_11_32_38_704.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/right_2019_01_19_11_32_38_704.jpg, 0, 0, 0, 8.079445E-05
/Users/andreimoiceanu/Desktop/Data/IMG/center_2019_01_19_11_32_38_820.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/left_2019_01_19_11_32_38_820.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/right_2019_01_19_11_32_38_820.jpg, 0, 0, 0, 7.911264E-05
/Users/andreimoiceanu/Desktop/Data/IMG/center_2019_01_19_11_32_38_922.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/left_2019_01_19_11_32_38_922.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/right_2019_01_19_11_32_38_922.jpg, 0, 0, 0, 7.796717E-05
/Users/andreimoiceanu/Desktop/Data/IMG/center_2019_01_19_11_32_39_034.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/left_2019_01_19_11_32_39_034.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/right_2019_01_19_11_32_39_034.jpg, 0, 0, 0, 7.828427E-05
/Users/andreimoiceanu/Desktop/Data/IMG/center_2019_01_19_11_32_39_137.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/left_2019_01_19_11_32_39_137.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/right_2019_01_19_11_32_39_137.jpg, 0, 0, 0, 7.877145E-05
/Users/andreimoiceanu/Desktop/Data/IMG/center_2019_01_19_11_32_39_242.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/left_2019_01_19_11_32_39_242.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/right_2019_01_19_11_32_39_242.jpg, 0, 0, 0, 7.802204E-05
/Users/andreimoiceanu/Desktop/Data/IMG/center_2019_01_19_11_32_39_358.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/left_2019_01_19_11_32_39_358.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/right_2019_01_19_11_32_39_358.jpg, 0, 0, 0, 7.910949E-05
/Users/andreimoiceanu/Desktop/Data/IMG/center_2019_01_19_11_32_39_468.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/left_2019_01_19_11_32_39_468.jpg, /Users/andreimoiceanu/Desktop/Data/IMG/right_2019_01_19_11_32_39_468.jpg, 0, 0, 0, 7.793174E-05
